SYMBOL,SECTOR
HONDAPOWER,Other/SmallCap
HPAL,Other/SmallCap
HPIL,Other/SmallCap
HPL,Other/SmallCap
HSCL,Other/SmallCap
HTMEDIA,Other/SmallCap
HUBTOWN,Other/SmallCap
HUDCO,Other/SmallCap
HUHTAMAKI,Other/SmallCap
HYBRIDFIN,Other/SmallCap
HYUNDAI,Other/SmallCap
IBULLSLTD,Other/SmallCap
ICDSLTD,Other/SmallCap
ICEMAKE,Other/SmallCap
ICICIAMC,Other/SmallCap
ICICIBANK,Other/SmallCap
ICICIGI,Other/SmallCap
ICICIPRULI,Other/SmallCap
ICIL,Other/SmallCap
ICRA,Other/SmallCap
IDBI,Other/SmallCap
IDEA,Other/SmallCap
IDEAFORGE,Other/SmallCap
IDFCFIRSTB,Other/SmallCap
IEX,Other/SmallCap
IFBAGRO,Other/SmallCap
IFBIND,Other/SmallCap
IFCI,Other/SmallCap
IFGLEXPOR,Other/SmallCap
IGARASHI,Other/SmallCap
IGCL,Other/SmallCap
IGIL,Other/SmallCap
IGL,Other/SmallCap
IGPL,Other/SmallCap
IIFL,Other/SmallCap
IIFLCAPS,Other/SmallCap
IITL,Other/SmallCap
IKIO,Other/SmallCap
IKS,Other/SmallCap
IL&FSENGG,Other/SmallCap
IL&FSTRANS,Other/SmallCap
IMAGICAA,Other/SmallCap
IMFA,Other/SmallCap
IMPAL,Other/SmallCap
IMPEXFERRO,Other/SmallCap
INA,Other/SmallCap
INCREDIBLE,Other/SmallCap
INDBANK,Other/SmallCap
INDGN,Other/SmallCap
INDHOTEL,Other/SmallCap
INDIACEM,Other/SmallCap
INDIAGLYCO,Other/SmallCap
INDIAMART,Other/SmallCap
INDIANB,Other/SmallCap
INDIANCARD,Other/SmallCap
INDIANHUME,Other/SmallCap
INDIASHLTR,Other/SmallCap
INDIGO,Other/SmallCap
INDIGOPNTS,Other/SmallCap
INDIQUBE,Other/SmallCap
INDNIPPON,Other/SmallCap
INDOAMIN,Other/SmallCap
INDOBORAX,Other/SmallCap
INDOCO,Other/SmallCap
INDOFARM,Other/SmallCap
INDORAMA,Other/SmallCap
INDOSTAR,Other/SmallCap
INDOTECH,Other/SmallCap
INDOTHAI,Other/SmallCap
INDOUS,Other/SmallCap
INDOWIND,Other/SmallCap
INDRAMEDCO,Other/SmallCap
INDSWFTLAB,Other/SmallCap
INDTERRAIN,Other/SmallCap
INDUSINDBK,Other/SmallCap
INDUSTOWER,Other/SmallCap
INFOBEAN,Other/SmallCap
INFOMEDIA,Other/SmallCap
INFY,Other/SmallCap
INGERRAND,Other/SmallCap
INNOVACAP,Other/SmallCap
INNOVANA,Other/SmallCap
INNOVISION,Other/SmallCap
INOXGREEN,Other/SmallCap
INOXINDIA,Other/SmallCap
INOXWIND,Other/SmallCap
INSECTICID,Other/SmallCap
INSPIRISYS,Other/SmallCap
INTELLECT,Other/SmallCap
INTENTECH,Other/SmallCap
INTERARCH,Other/SmallCap
INTLCONV,Other/SmallCap
INVENTURE,Other/SmallCap
IOB,Other/SmallCap
IOC,Other/SmallCap
IOLCP,Other/SmallCap
IONEXCHANG,Other/SmallCap
IPCALAB,Other/SmallCap
IPL,Other/SmallCap
IRB,Other/SmallCap
IRCON,Other/SmallCap
IRCTC,Other/SmallCap
IREDA,Other/SmallCap
IRFC,Other/SmallCap
IRIS,Other/SmallCap
IRISDOREME,Other/SmallCap
IRMENERGY,Other/SmallCap
ISFT,Other/SmallCap
ISGEC,Other/SmallCap
ISHANCH,Other/SmallCap
ITC,Other/SmallCap
ITCHOTELS,Other/SmallCap
ITDC,Other/SmallCap
ITI,Other/SmallCap
IVALUE,Other/SmallCap
IVC,Other/SmallCap
IVP,Other/SmallCap
IXIGO,Other/SmallCap
IZMO,Other/SmallCap
J&KBANK,Other/SmallCap
JAGRAN,Other/SmallCap
JAGSNPHARM,Other/SmallCap
JAIBALAJI,Other/SmallCap
JAICORPLTD,Other/SmallCap
JAINREC,Other/SmallCap
JAIPURKURT,Other/SmallCap
JAMNAAUTO,Other/SmallCap
JARO,Other/SmallCap
JASH,Other/SmallCap
JAYAGROGN,Other/SmallCap
JAYBARMARU,Other/SmallCap
JAYKAY,Other/SmallCap
JAYNECOIND,Other/SmallCap
JAYSREETEA,Other/SmallCap
JBCHEPHARM,Other/SmallCap
JBMA,Other/SmallCap
JETFREIGHT,Other/SmallCap
JGCHEM,Other/SmallCap
JHS,Other/SmallCap
JINDALPHOT,Other/SmallCap
JINDALPOLY,Other/SmallCap
JINDALSAW,Other/SmallCap
JINDALSTEL,Other/SmallCap
JINDRILL,Other/SmallCap
JINDWORLD,Other/SmallCap
JIOFIN,Other/SmallCap
JISLDVREQS,Other/SmallCap
JISLJALEQS,Other/SmallCap
JITFINFRA,Other/SmallCap
JKCEMENT,Other/SmallCap
JKIL,Other/SmallCap
JKIPL,Other/SmallCap
JKLAKSHMI,Other/SmallCap
JKPAPER,Other/SmallCap
JKTYRE,Other/SmallCap
JLHL,Other/SmallCap
JMA,Other/SmallCap
JMFINANCIL,Other/SmallCap
JNKINDIA,Other/SmallCap
JOCIL,Other/SmallCap
JPOLYINVST,Other/SmallCap
JPPOWER,Other/SmallCap
JSFB,Other/SmallCap
JSL,Other/SmallCap
JSLL,Other/SmallCap
JSWCEMENT,Other/SmallCap
JSWENERGY,Other/SmallCap
JSWHL,Other/SmallCap
JSWINFRA,Other/SmallCap
JSWSTEEL,Other/SmallCap
JTEKTINDIA,Other/SmallCap
JTLIND,Other/SmallCap
JUBLCPL,Other/SmallCap
JUBLFOOD,Other/SmallCap
JUBLINGREA,Other/SmallCap
JUBLPHARMA,Other/SmallCap
JUNIPER,Other/SmallCap
JUSTDIAL,Other/SmallCap
JWL,Other/SmallCap
JYOTHYLAB,Other/SmallCap
JYOTICNC,Other/SmallCap
JYOTISTRUC,Other/SmallCap
KABRAEXTRU,Other/SmallCap
KAJARIACER,Other/SmallCap
KAKATCEM,Other/SmallCap
KALAMANDIR,Other/SmallCap
KALPATARU,Other/SmallCap
KALYANI,Other/SmallCap
KALYANIFRG,Other/SmallCap
KALYANKJIL,Other/SmallCap
KAMATHOTEL,Other/SmallCap
KAMDHENU,Other/SmallCap
KAMOPAINTS,Other/SmallCap
KANANIIND,Other/SmallCap
KANORICHEM,Other/SmallCap
KANPRPLA,Other/SmallCap
KANSAINER,Other/SmallCap
KAPSTON,Other/SmallCap
KARMAENG,Other/SmallCap
KARURVYSYA,Other/SmallCap
KAUSHALYA,Other/SmallCap
KAVDEFENCE,Other/SmallCap
KAYA,Other/SmallCap
KAYNES,Other/SmallCap
KCP,Other/SmallCap
KCPSUGIND,Other/SmallCap
KDDL,Other/SmallCap
KEC,Other/SmallCap
KECL,Other/SmallCap
KEEPLEARN,Other/SmallCap
KEI,Other/SmallCap
KELLTONTEC,Other/SmallCap
KERNEX,Other/SmallCap
KESORAMIND,Other/SmallCap
KEYFINSERV,Other/SmallCap
KFINTECH,Other/SmallCap
KHADIM,Other/SmallCap
KHAICHEM,Other/SmallCap
KHAITANLTD,Other/SmallCap
KHANDSE,Other/SmallCap
KICL,Other/SmallCap
KILITCH,Other/SmallCap
KIMS,Other/SmallCap
KINGFA,Other/SmallCap
KIOCL,Other/SmallCap
KIRIINDUS,Other/SmallCap
KIRLOSBROS,Other/SmallCap
KIRLOSENG,Other/SmallCap
KIRLOSIND,Other/SmallCap
KIRLPNU,Other/SmallCap
KITEX,Other/SmallCap
KKCL,Other/SmallCap
KMEW,Other/SmallCap
KMSUGAR,Other/SmallCap
KNAGRI,Other/SmallCap
KNRCON,Other/SmallCap
KOHINOOR,Other/SmallCap
KOKUYOCMLN,Other/SmallCap
KOLTEPATIL,Other/SmallCap
KOPRAN,Other/SmallCap
KOTAKBANK,Other/SmallCap
KOTARISUG,Other/SmallCap
KOTHARIPET,Other/SmallCap
KOTHARIPRO,Other/SmallCap
KOTYARK,Other/SmallCap
KPEL,Other/SmallCap
KPIGREEN,Other/SmallCap
KPIL,Other/SmallCap
KPITTECH,Other/SmallCap
KPRMILL,Other/SmallCap
KRBL,Other/SmallCap
KREBSBIO,Other/SmallCap
KRIDHANINF,Other/SmallCap
KRISHANA,Other/SmallCap
KRISHIVAL,Other/SmallCap
KRISHNADEF,Other/SmallCap
KRITI,Other/SmallCap
KRITIKA,Other/SmallCap
KRITINUT,Other/SmallCap
KRN,Other/SmallCap
KRONOX,Other/SmallCap
KROSS,Other/SmallCap
KRSNAA,Other/SmallCap
KRYSTAL,Other/SmallCap
KSB,Other/SmallCap
KSCL,Other/SmallCap
KSHINTL,Other/SmallCap
KSHITIJPOL,Other/SmallCap
KSL,Other/SmallCap
KSOLVES,Other/SmallCap
KSR,Other/SmallCap
KTKBANK,Other/SmallCap
KUANTUM,Other/SmallCap
KWIL,Other/SmallCap
LAGNAM,Other/SmallCap
LAKPRE,Other/SmallCap
LAL,Other/SmallCap
LALPATHLAB,Other/SmallCap
LAMBODHARA,Other/SmallCap
LANCORHOL,Other/SmallCap
LANDMARK,Other/SmallCap
LANDSMILL,Other/SmallCap
LAOPALA,Other/SmallCap
LASA,Other/SmallCap
LATENTVIEW,Other/SmallCap
LATTEYS,Other/SmallCap
LAURUSLABS,Other/SmallCap
LAXMICOT,Other/SmallCap
LAXMIDENTL,Other/SmallCap
LAXMIINDIA,Other/SmallCap
LCCINFOTEC,Other/SmallCap
LEMERITE,Other/SmallCap
LEMONTREE,Other/SmallCap
LENSKART,Other/SmallCap
LEXUS,Other/SmallCap
LFIC,Other/SmallCap
LGBBROSLTD,Other/SmallCap
LGEINDIA,Other/SmallCap
LGHL,Other/SmallCap
LIBAS,Other/SmallCap
LIBERTSHOE,Other/SmallCap
LICHSGFIN,Other/SmallCap
LICI,Other/SmallCap
LIKHITHA,Other/SmallCap
LINC,Other/SmallCap
LINCOLN,Other/SmallCap
LINDEINDIA,Other/SmallCap
LLOYDSENGG,Other/SmallCap
LLOYDSENT,Other/SmallCap
LLOYDSME,Other/SmallCap
LMW,Other/SmallCap
LODHA,Other/SmallCap
LOKESHMACH,Other/SmallCap
LORDSCHLO,Other/SmallCap
LOTUSDEV,Other/SmallCap
LOTUSEYE,Other/SmallCap
LOVABLE,Other/SmallCap
LOYALTEX,Other/SmallCap
LPDC,Other/SmallCap
LT,Other/SmallCap
LTF,Other/SmallCap
LTFOODS,Other/SmallCap
LTM,Other/SmallCap
LTTS,Other/SmallCap
LUMAXIND,Other/SmallCap
LUMAXTECH,Other/SmallCap
LUPIN,Other/SmallCap
LUXIND,Other/SmallCap
LXCHEM,Other/SmallCap
LYKALABS,Other/SmallCap
LYPSAGEMS,Other/SmallCap
M&M,Other/SmallCap
M&MFIN,Other/SmallCap
MAANALU,Other/SmallCap
MACPOWER,Other/SmallCap
MADHAV,Other/SmallCap
MADHUCON,Other/SmallCap
MADRASFERT,Other/SmallCap
MAGADSUGAR,Other/SmallCap
MAGNUM,Other/SmallCap
MAHABANK,Other/SmallCap
MAHAPE-RE,Other/SmallCap
MAHAPEXLTD,Other/SmallCap
MAHASTEEL,Other/SmallCap
MAHEPC,Other/SmallCap
MAHESHWARI,Other/SmallCap
MAHLIFE,Other/SmallCap
MAHLOG,Other/SmallCap
MAHSCOOTER,Other/SmallCap
MAHSEAMLES,Other/SmallCap
MAITHANALL,Other/SmallCap
MALLCOM,Other/SmallCap
MALUPAPER,Other/SmallCap
MAMATA,Other/SmallCap
MANAKALUCO,Other/SmallCap
MANAKCOAT,Other/SmallCap
MANAKSIA,Other/SmallCap
MANAKSTEEL,Other/SmallCap
MANALIPETC,Other/SmallCap
MANAPPURAM,Other/SmallCap
MANBA,Other/SmallCap
MANCREDIT,Other/SmallCap
MANGALAM,Other/SmallCap
MANGLMCEM,Other/SmallCap
MANINDS,Other/SmallCap
MANINFRA,Other/SmallCap
MANKIND,Other/SmallCap
MANOMAY,Other/SmallCap
MANORAMA,Other/SmallCap
MANORG,Other/SmallCap
MANUGRAPH,Other/SmallCap
MANYAVAR,Other/SmallCap
MAPMYINDIA,Other/SmallCap
MARALOVER,Other/SmallCap
MARATHON,Other/SmallCap
MARICO,Other/SmallCap
MARINE,Other/SmallCap
MARKOLINES,Other/SmallCap
MARKSANS,Other/SmallCap
MARSONS,Other/SmallCap
MARUTI,Other/SmallCap
MASFIN,Other/SmallCap
MASKINVEST,Other/SmallCap
MASTEK,Other/SmallCap
MASTERTR,Other/SmallCap
MATRIMONY,Other/SmallCap
MAWANASUG,Other/SmallCap
MAXESTATES,Other/SmallCap
MAXHEALTH,Other/SmallCap
MAXIND,Other/SmallCap
MAYURUNIQ,Other/SmallCap
MAZDA,Other/SmallCap
MAZDOCK,Other/SmallCap
MBAPL,Other/SmallCap
MBEL,Other/SmallCap
MBLINFRA,Other/SmallCap
MCL,Other/SmallCap
MCLEODRUSS,Other/SmallCap
MCLOUD,Other/SmallCap
MCX,Other/SmallCap
MEDANTA,Other/SmallCap
MEDIASSIST,Other/SmallCap
MEDICAMEQ,Other/SmallCap
MEDICO,Other/SmallCap
MEDPLUS,Other/SmallCap
MEESHO,Other/SmallCap
MEGASTAR,Other/SmallCap
MEIL,Other/SmallCap
MENONBE,Other/SmallCap
MEP,Other/SmallCap
METROBRAND,Other/SmallCap
METROPOLIS,Other/SmallCap
MFML,Other/SmallCap
MFSL,Other/SmallCap
MGEL,Other/SmallCap
MGL,Other/SmallCap
MHLXMIRU,Other/SmallCap
MHRIL,Other/SmallCap
MICEL,Other/SmallCap
MIDHANI,Other/SmallCap
MIDWESTLTD,Other/SmallCap
MINDACORP,Other/SmallCap
MINDTECK,Other/SmallCap
MIRCELECTR,Other/SmallCap
MIRZAINT,Other/SmallCap
MITCON,Other/SmallCap
MITTAL,Other/SmallCap
MKPL,Other/SmallCap
MMFL,Other/SmallCap
MMP,Other/SmallCap
MMTC,Other/SmallCap
MOBIKWIK,Other/SmallCap
MODINATUR,Other/SmallCap
MODIRUBBER,Other/SmallCap
MODIS,Other/SmallCap
MODISONLTD,Other/SmallCap
MODTHREAD,Other/SmallCap
MOHITIND,Other/SmallCap
MOIL,Other/SmallCap
MOKSH,Other/SmallCap
MOL,Other/SmallCap
MOLDTECH,Other/SmallCap
MOLDTKPAC,Other/SmallCap
MONARCH,Other/SmallCap
MONEYBOXX,Other/SmallCap
MONTECARLO,Other/SmallCap
MORARJEE,Other/SmallCap
MOREPENLAB,Other/SmallCap
MOSCHIP,Other/SmallCap
MOTHERSON,Other/SmallCap
MOTILALOFS,Other/SmallCap
MOTISONS,Other/SmallCap
MOTOGENFIN,Other/SmallCap
MPHASIS,Other/SmallCap
MPSLTD,Other/SmallCap
MRF,Other/SmallCap
MRPL,Other/SmallCap
MSPL,Other/SmallCap
MSTCLTD,Other/SmallCap
MSUMI,Other/SmallCap
MTARTECH,Other/SmallCap
MTEDUCARE,Other/SmallCap
MTNL,Other/SmallCap
MUFIN,Other/SmallCap
MUFTI,Other/SmallCap
MUKANDLTD,Other/SmallCap
MUKKA,Other/SmallCap
MUKTAARTS,Other/SmallCap
MUNJALAU,Other/SmallCap
MUNJALSHOW,Other/SmallCap
MURUDCERA,Other/SmallCap
MUTHOOTCAP,Other/SmallCap
MUTHOOTFIN,Other/SmallCap
MUTHOOTMF,Other/SmallCap
MVGJL,Other/SmallCap
MWL,Other/SmallCap
NACLIND,Other/SmallCap
NAGAFERT,Other/SmallCap
NAGREEKCAP,Other/SmallCap
NAGREEKEXP,Other/SmallCap
NAHARCAP,Other/SmallCap
NAHARINDUS,Other/SmallCap
NAHARPOLY,Other/SmallCap
NAHARSPING,Other/SmallCap
NAM-INDIA,Other/SmallCap
NARMADA,Other/SmallCap
NATCAPSUQ,Other/SmallCap
NATCOPHARM,Other/SmallCap
NATHBIOGEN,Other/SmallCap
NATIONALUM,Other/SmallCap
NAUKRI,Other/SmallCap
NAVA,Other/SmallCap
NAVINFLUOR,Other/SmallCap
NAVKARCORP,Other/SmallCap
NAVKARURB,Other/SmallCap
NAVNETEDUL,Other/SmallCap
NAZARA,Other/SmallCap
NBCC,Other/SmallCap
NBIFIN,Other/SmallCap
NCC,Other/SmallCap
NCLIND,Other/SmallCap
NDGL,Other/SmallCap
NDL,Other/SmallCap
NDLVENTURE,Other/SmallCap
NDRAUTO,Other/SmallCap
NDTV,Other/SmallCap
NECCLTD,Other/SmallCap
NECLIFE,Other/SmallCap
NELCAST,Other/SmallCap
NELCO,Other/SmallCap
NEOGEN,Other/SmallCap
NEPHROPLUS,Other/SmallCap
NESCO,Other/SmallCap
NESTLEIND,Other/SmallCap
NETWEB,Other/SmallCap
NETWORK18,Other/SmallCap
NEULANDLAB,Other/SmallCap
NEWGEN,Other/SmallCap
NEXTMEDIA,Other/SmallCap
NFL,Other/SmallCap
NGIL,Other/SmallCap
NGLFINE,Other/SmallCap
NH,Other/SmallCap
NHPC,Other/SmallCap
NIACL,Other/SmallCap
NIBE,Other/SmallCap
NIBL,Other/SmallCap
NIITLTD,Other/SmallCap
NIITMTS,Other/SmallCap
NILAINFRA,Other/SmallCap
NILASPACES,Other/SmallCap
NILKAMAL,Other/SmallCap
NIMBSPROJ,Other/SmallCap
NINSYS,Other/SmallCap
NIPPOBATRY,Other/SmallCap
NIRAJ,Other/SmallCap
NIRAJISPAT,Other/SmallCap
NITCO,Other/SmallCap
NITINSPIN,Other/SmallCap
NITIRAJ,Other/SmallCap
NIVABUPA,Other/SmallCap
NKIND,Other/SmallCap
NLCINDIA,Other/SmallCap
NMDC,Other/SmallCap
NOCIL,Other/SmallCap
NOIDATOLL,Other/SmallCap
NORBTEAEXP,Other/SmallCap
NORTHARC,Other/SmallCap
NOVAAGRI,Other/SmallCap
NPST,Other/SmallCap
NRAIL,Other/SmallCap
NRBBEARING,Other/SmallCap
NRL,Other/SmallCap
NSIL,Other/SmallCap
NSLNISP,Other/SmallCap
NTPC,Other/SmallCap
NTPCGREEN,Other/SmallCap
NUCLEUS,Other/SmallCap
NURECA,Other/SmallCap
NUVAMA,Other/SmallCap
NUVOCO,Other/SmallCap
NYKAA,Other/SmallCap
OAL,Other/SmallCap
OBCL,Other/SmallCap
OBEROIRLTY,Other/SmallCap
OCCLLTD,Other/SmallCap
ODIGMA,Other/SmallCap
OFSS,Other/SmallCap
OIL,Other/SmallCap
OILCOUNTUB,Other/SmallCap
OLAELEC,Other/SmallCap
OLECTRA,Other/SmallCap
OMAXAUTO,Other/SmallCap
OMAXE,Other/SmallCap
OMFREIGHT,Other/SmallCap
OMINFRAL,Other/SmallCap
OMKARCHEM,Other/SmallCap
OMNI,Other/SmallCap
ONELIFECAP,Other/SmallCap
ONEPOINT,Other/SmallCap
ONESOURCE,Other/SmallCap
ONGC,Other/SmallCap
ONMOBILE,Other/SmallCap
ONWARDTEC,Other/SmallCap
OPTIEMUS,Other/SmallCap
ORBTEXP,Other/SmallCap
ORCHASP,Other/SmallCap
ORCHPHARMA,Other/SmallCap
ORICONENT,Other/SmallCap
ORIENTALTL,Other/SmallCap
ORIENTBELL,Other/SmallCap
ORIENTCEM,Other/SmallCap
ORIENTCER,Other/SmallCap
ORIENTELEC,Other/SmallCap
ORIENTHOT,Other/SmallCap
ORIENTLTD,Other/SmallCap
ORIENTPPR,Other/SmallCap
ORIENTTECH,Other/SmallCap
ORISSAMINE,Other/SmallCap
ORKLAINDIA,Other/SmallCap
ORTEL,Other/SmallCap
ORTINGLOBE,Other/SmallCap
OSIAHYPER,Other/SmallCap
OSWALAGRO,Other/SmallCap
OSWALGREEN,Other/SmallCap
OSWALPUMPS,Other/SmallCap
OSWALSEEDS,Other/SmallCap
PACEDIGITK,Other/SmallCap
PAGEIND,Other/SmallCap
PAISALO,Other/SmallCap
PAKKA,Other/SmallCap
PALASHSECU,Other/SmallCap
PALREDTEC,Other/SmallCap
PANACEABIO,Other/SmallCap
PANACHE,Other/SmallCap
PANAMAPET,Other/SmallCap
PANSARI,Other/SmallCap
PAR,Other/SmallCap
PARACABLES,Other/SmallCap
PARADEEP,Other/SmallCap
PARAGMILK,Other/SmallCap
PARAS,Other/SmallCap
PARASPETRO,Other/SmallCap
PARKHOSPS,Other/SmallCap
PARKHOTELS,Other/SmallCap
PARSVNATH,Other/SmallCap
PASHUPATI,Other/SmallCap
PASUPTAC,Other/SmallCap
PATANJALI,Other/SmallCap
PATELENG,Other/SmallCap
PATELRMART,Other/SmallCap
PATINTLOG,Other/SmallCap
PAUSHAKLTD,Other/SmallCap
PAVNAIND,Other/SmallCap
PAYTM,Other/SmallCap
PCBL,Other/SmallCap
PCJEWELLER,Other/SmallCap
PDMJEPAPER,Other/SmallCap
PDSL,Other/SmallCap
PEARLPOLY,Other/SmallCap
PENIND,Other/SmallCap
PENINLAND,Other/SmallCap
PERSISTENT,Other/SmallCap
PETRONET,Other/SmallCap
PFC,Other/SmallCap
PFIZER,Other/SmallCap
PFOCUS,Other/SmallCap
PFS,Other/SmallCap
PGEL,Other/SmallCap
PGHH,Other/SmallCap
PGHL,Other/SmallCap
PGIL,Other/SmallCap
PHOENIXLTD,Other/SmallCap
PICCADIL,Other/SmallCap
PIDILITIND,Other/SmallCap
PIGL,Other/SmallCap
PIIND,Other/SmallCap
PILANIINVS,Other/SmallCap
PILITA,Other/SmallCap
PINELABS,Other/SmallCap
PIONEEREMB,Other/SmallCap
PIRAMALFIN,Other/SmallCap
PITTIENG,Other/SmallCap
PIXTRANS,Other/SmallCap
PKTEA,Other/SmallCap
PLASTIBLEN,Other/SmallCap
PLATIND,Other/SmallCap
PLAZACABLE,Other/SmallCap
PNB,Other/SmallCap
PNBGILTS,Other/SmallCap
PNBHOUSING,Other/SmallCap
PNC,Other/SmallCap
PNCINFRA,Other/SmallCap
PNGJL,Other/SmallCap
PNGSREVA,Other/SmallCap
POCL,Other/SmallCap
PODDARMENT,Other/SmallCap
POKARNA,Other/SmallCap
POLICYBZR,Other/SmallCap
POLYCAB,Other/SmallCap
POLYMED,Other/SmallCap
POLYPLEX,Other/SmallCap
PONNIERODE,Other/SmallCap
POONAWALLA,Other/SmallCap
POWERGRID,Other/SmallCap
POWERICA,Other/SmallCap
POWERINDIA,Other/SmallCap
POWERMECH,Other/SmallCap
PPAP,Other/SmallCap
PPL,Other/SmallCap
PPLPHARMA,Other/SmallCap
PRABHA,Other/SmallCap
PRAENG,Other/SmallCap
PRAJIND,Other/SmallCap
PRAKASH,Other/SmallCap
PRAKASHSTL,Other/SmallCap
PRAXIS,Other/SmallCap
PRECAM,Other/SmallCap
PRECOT,Other/SmallCap
PRECWIRE,Other/SmallCap
PREMEXPLN,Other/SmallCap
PREMIER,Other/SmallCap
PREMIERENE,Other/SmallCap
PREMIERPOL,Other/SmallCap
PRESTIGE,Other/SmallCap
PRICOLLTD,Other/SmallCap
PRIMESECU,Other/SmallCap
PRIMO,Other/SmallCap
PRINCEPIPE,Other/SmallCap
PRITI,Other/SmallCap
PRITIKAUTO,Other/SmallCap
PRIVISCL,Other/SmallCap
PROSTARM,Other/SmallCap
PROTEAN,Other/SmallCap
PROZONER,Other/SmallCap
PRSMJOHNSN,Other/SmallCap
PRUDENT,Other/SmallCap
PRUDMOULI,Other/SmallCap
PSB,Other/SmallCap
PSPPROJECT,Other/SmallCap
PTC,Other/SmallCap
PTCIL,Other/SmallCap
PTL,Other/SmallCap
PUNJABCHEM,Other/SmallCap
PURVA,Other/SmallCap
PVP,Other/SmallCap
PVRINOX,Other/SmallCap
PVSL,Other/SmallCap
PWL,Other/SmallCap
PYRAMID,Other/SmallCap
QPOWER,Other/SmallCap
QUADFUTURE,Other/SmallCap
QUESS,Other/SmallCap
QUICKHEAL,Other/SmallCap
RACE,Other/SmallCap
RACLGEAR,Other/SmallCap
RADAAN,Other/SmallCap
RADHIKAJWE,Other/SmallCap
RADIANTCMS,Other/SmallCap
RADICO,Other/SmallCap
RADIOCITY,Other/SmallCap
RAILTEL,Other/SmallCap
RAIN,Other/SmallCap
RAINBOW,Other/SmallCap
RAJESHEXPO,Other/SmallCap
RAJMET,Other/SmallCap
RAJOOENG,Other/SmallCap
RAJRATAN,Other/SmallCap
RAJRILTD,Other/SmallCap
RAJSREESUG,Other/SmallCap
RAJTV,Other/SmallCap
RALLIS,Other/SmallCap
RAMANEWS,Other/SmallCap
RAMAPHO,Other/SmallCap
RAMASTEEL,Other/SmallCap
RAMCOCEM,Other/SmallCap
RAMCOIND,Other/SmallCap
RAMCOSYS,Other/SmallCap
RAMKY,Other/SmallCap
RAMRAT,Other/SmallCap
RANASUG,Other/SmallCap
RANEHOLDIN,Other/SmallCap
RATEGAIN,Other/SmallCap
RATNAMANI,Other/SmallCap
RATNAVEER,Other/SmallCap
RAYMOND,Other/SmallCap
RAYMONDLSL,Other/SmallCap
RAYMONDREL,Other/SmallCap
RBA,Other/SmallCap
RBLBANK,Other/SmallCap
RBZJEWEL,Other/SmallCap
RCF,Other/SmallCap
RCOM,Other/SmallCap
RECLTD,Other/SmallCap
REDINGTON,Other/SmallCap
REDTAPE,Other/SmallCap
REFEX,Other/SmallCap
REGAAL,Other/SmallCap
REGENCERAM,Other/SmallCap
RELAXO,Other/SmallCap
RELCHEMQ,Other/SmallCap
RELIABLE,Other/SmallCap
RELIANCE,Other/SmallCap
RELIGARE,Other/SmallCap
RELINFRA,Other/SmallCap
RELTD,Other/SmallCap
REMSONSIND,Other/SmallCap
RENUKA,Other/SmallCap
REPCOHOME,Other/SmallCap
REPL,Other/SmallCap
REPRO,Other/SmallCap
RESPONIND,Other/SmallCap
RETAIL,Other/SmallCap
RGL,Other/SmallCap
RHETAN,Other/SmallCap
RHIM,Other/SmallCap
RHL,Other/SmallCap
RICOAUTO,Other/SmallCap
RIIL,Other/SmallCap
RISHABH,Other/SmallCap
RITCO,Other/SmallCap
RITES,Other/SmallCap
RKDL,Other/SmallCap
RKEC,Other/SmallCap
RKFORGE,Other/SmallCap
RKSWAMY,Other/SmallCap
RMC,Other/SmallCap
RMDRIP,Other/SmallCap
RML,Other/SmallCap
RNBDENIMS,Other/SmallCap
ROHLTD,Other/SmallCap
ROLEXRINGS,Other/SmallCap
ROLLT,Other/SmallCap
ROML,Other/SmallCap
ROSSARI,Other/SmallCap
ROSSELLIND,Other/SmallCap
ROSSTECH,Other/SmallCap
ROTO,Other/SmallCap
ROUTE,Other/SmallCap
RPEL,Other/SmallCap
RPGLIFE,Other/SmallCap
RPOWER,Other/SmallCap
RPPINFRA,Other/SmallCap
RPPL,Other/SmallCap
RPSGVENT,Other/SmallCap
RPTECH,Other/SmallCap
RRKABEL,Other/SmallCap
RSL,Other/SmallCap
RSSOFTWARE,Other/SmallCap
RSWM,Other/SmallCap
RSYSTEMS,Other/SmallCap
RTNINDIA,Other/SmallCap
RTNPOWER,Other/SmallCap
RUBFILA,Other/SmallCap
RUBICON,Other/SmallCap
RUBYMILLS,Other/SmallCap
RUCHINFRA,Other/SmallCap
RUCHIRA,Other/SmallCap
RUDRA,Other/SmallCap
RUPA,Other/SmallCap
RUSHIL,Other/SmallCap
RUSTOMJEE,Other/SmallCap
RVHL,Other/SmallCap
RVNL,Other/SmallCap
RVTH,Other/SmallCap
S&SPOWER,Other/SmallCap
SAATVIKGL,Other/SmallCap
SABEVENTS,Other/SmallCap
SADBHAV,Other/SmallCap
SADBHIN,Other/SmallCap
SADHNANIQ,Other/SmallCap
SAFARI,Other/SmallCap
SAGARDEEP,Other/SmallCap
SAGCEM,Other/SmallCap
SAGILITY,Other/SmallCap
SAHYADRI,Other/SmallCap
SAIL,Other/SmallCap
SAILIFE,Other/SmallCap
SAIPARENT,Other/SmallCap
SAKAR,Other/SmallCap
SAKHTISUG,Other/SmallCap
SAKSOFT,Other/SmallCap
SAKUMA,Other/SmallCap
SALASAR,Other/SmallCap
SALONA,Other/SmallCap
SALSTEEL,Other/SmallCap
